"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"고금면 0018",1,,전라남도 완도군 고금면 상정리 184-5,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0019",1,,전라남도 완도군 고금면 상정리 160-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0020",1,,전라남도 완도군 고금면 상정리 251,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0021",1,,전라남도 완도군 고금면 회룡리 207-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0022",1,전라남도 완도군 고금면 고금로 328,,34.3785140256,126.7831479599,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0023",1,,전라남도 완도군 고금면 회룡리 214-5,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0024",1,,전라남도 완도군 고금면 회룡리 62-14,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0025",1,전라남도 완도군 고금면 회룡40번길 15-11,,34.3816552047,126.7822828422,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0026",1,전라남도 완도군 고금면 회룡길 28,,34.3803190182,126.7820671015,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0027",1,전라남도 완도군 고금면 회룡40번길 6-3,,34.3806630626,126.7816861987,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0028",1,,전라남도 완도군 고금면 회룡리 245-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0029",1,전라남도 완도군 고금면 회룡길 61-1,,34.3823851120,126.7771660783,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0030",1,,전라남도 완도군 고금면 회룡리 303-5,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0031",1,,전라남도 완도군 고금면 회룡리 303-5,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0032",1,전라남도 완도군 고금면 회룡40번길 15-11,,34.3816552047,126.7822828422,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0033",1,전라남도 완도군 고금면 회룡40번길 15-11,,34.3816552047,126.7822828422,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0034",1,전라남도 완도군 고금면 회룡40번길 15-11,,34.3816552047,126.7822828422,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0035",1,전라남도 완도군 고금면 회룡길 26-10,,34.3806025161,126.7824131069,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0036",1,전라남도 완도군 고금면 회룡40번길 5-10,,34.3813748545,126.7818822418,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0037",1,전라남도 완도군 고금면 회룡40번길 17,,34.3815263032,126.7827445222,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0038",1,,전라남도 완도군 고금면 회룡리 399,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0039",1,,전라남도 완도군 고금면 상정리 251-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0040",1,,전라남도 완도군 고금면 회룡리 1111-1115,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0041",1,,전라남도 완도군 고금면 회룡리 62-10,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0042",1,,전라남도 완도군 고금면 회룡리 124,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0043",1,,전라남도 완도군 고금면 회룡리 121-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0044",1,전라남도 완도군 고금면 고금로 354-112,,34.3756265940,126.7875614239,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0045",1,,전라남도 완도군 고금면 회룡리 121-4,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0046",1,,전라남도 완도군 고금면 상정리 75-3,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0047",1,전라남도 완도군 고금면 고금로 416,,34.3822826046,126.7914825685,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0048",1,전라남도 완도군 고금면 고금로423번길 6,,34.3836455892,126.7914049244,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0049",1,,전라남도 완도군 고금면 농상리 839-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0050",1,,전라남도 완도군 고금면 농상리 809-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0051",1,,전라남도 완도군 고금면 농상리 산 62,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0052",1,전라남도 완도군 고금면 고금서로 550,,34.3794445730,126.7501710541,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0053",1,전라남도 완도군 고금면 고금서로 544,,34.3796325637,126.7504968991,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0054",1,,전라남도 완도군 고금면 봉명리 665-11,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0055",1,,전라남도 완도군 고금면 봉명리 665-11,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0056",1,전라남도 완도군 고금면 고금서로 502,,34.3812007808,126.7542471526,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0057",1,,전라남도 완도군 고금면 봉명리 610-12,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0058",1,전라남도 완도군 고금면 고금서로 492,,34.3820649433,126.7550171673,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0059",1,전라남도 완도군 고금면 고금서로 460,,34.3835561444,126.7572722022,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0060",1,전라남도 완도군 고금면 고금서로474번길 88,,34.3903876620,126.7583132688,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0061",1,전라남도 완도군 고금면 고금서로474번길 80-1,,34.3897528237,126.7582562640,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0062",1,,전라남도 완도군 고금면 봉명리 699,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0063",1,,전라남도 완도군 고금면 봉명리 550,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0064",1,,전라남도 완도군 고금면 봉명리 699,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0065",1,전라남도 완도군 고금면 고금서로474번길 15-2,,34.3854271355,126.7545088195,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0066",1,전라남도 완도군 고금면 고금서로474번길 15-2,,34.3854271355,126.7545088195,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0067",1,전라남도 완도군 고금면 고금서로474번길 12-1,,34.3845466540,126.7559890979,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0068",1,,전라남도 완도군 고금면 봉명리 649-11,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0069",1,전라남도 완도군 고금면 고금서로 468-3,,34.3840519497,126.7571792171,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0070",1,전라남도 완도군 고금면 고금서로474번길 15-2,,34.3854271355,126.7545088195,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0071",1,전라남도 완도군 고금면 고금서로 460,,34.3835561444,126.7572722022,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0072",1,,전라남도 완도군 고금면 봉명리 610-14,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0073",1,,전라남도 완도군 고금면 봉명리 621-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0074",1,,전라남도 완도군 고금면 봉명리 산 247-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0075",1,,전라남도 완도군 고금면 봉명리 산 243-3,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0076",1,,전라남도 완도군 고금면 회룡리 1535,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0077",1,,전라남도 완도군 고금면 회룡리 1380,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0078",1,,전라남도 완도군 고금면 회룡리 산 108,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0079",1,,전라남도 완도군 고금면 회룡리 1433,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0080",1,전라남도 완도군 고금면 봉암길 4,,34.3862239700,126.7720427575,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0081",1,,전라남도 완도군 고금면 회룡리 1274,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0082",1,,전라남도 완도군 고금면 회룡리 1274,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0083",1,,전라남도 완도군 고금면 회룡리 1261,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0084",1,,전라남도 완도군 고금면 회룡리 1451,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0085",1,전라남도 완도군 고금면 봉암1길 44-7,,34.3871415712,126.7712178819,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0086",1,전라남도 완도군 고금면 봉암1길 29,,34.3879406218,126.7718381327,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0087",1,전라남도 완도군 고금면 봉암1길 25-7,,34.3880510235,126.7727431989,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0088",1,전라남도 완도군 고금면 봉암1길 25-11,,34.3877650472,126.7727273346,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0089",1,,전라남도 완도군 고금면 회룡리 1540-53,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0090",1,,전라남도 완도군 고금면 회룡리 1158-29,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0091",1,,전라남도 완도군 고금면 봉명리 428-4,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0092",1,,전라남도 완도군 고금면 봉명리 213-3,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0093",1,전라남도 완도군 고금면 봉명길 146,,34.4018199430,126.7679612212,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0094",1,전라남도 완도군 고금면 봉명길 146,,34.4018199430,126.7679612212,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0095",1,전라남도 완도군 고금면 봉명111번길 16-14,,34.3997521583,126.7692514308,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0096",1,전라남도 완도군 고금면 봉명길 112-38,,34.4010865392,126.7695041068,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0097",1,전라남도 완도군 고금면 봉명길 112-23,,34.4009523056,126.7698367252,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0098",1,전라남도 완도군 고금면 봉명길 104,,34.4006417673,126.7706623799,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0099",1,전라남도 완도군 고금면 봉명길 112-18,,34.4011735898,126.7706386339,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0100",1,전라남도 완도군 고금면 봉명111번길 5-1,,34.3998928638,126.7705381587,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0101",1,전라남도 완도군 고금면 봉명111번길 7-1,,34.3997671289,126.7702126727,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0102",1,,전라남도 완도군 고금면 봉명리 315-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0103",1,,전라남도 완도군 고금면 봉명리 679,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0104",1,,전라남도 완도군 고금면 봉명리 364,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0105",1,,전라남도 완도군 고금면 봉명리 371-4,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0106",1,,전라남도 완도군 고금면 봉명리 685,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0107",1,전라남도 완도군 고금면 봉명111번길 1,,34.4001429041,126.7705235555,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0108",1,전라남도 완도군 고금면 봉명길 7,,34.3996179998,126.7809618359,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0109",1,,전라남도 완도군 고금면 봉명리 45,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0110",1,,전라남도 완도군 고금면 봉명리 132-12,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0111",1,전라남도 완도군 고금면 봉명청용길 257-1,,34.4132268622,126.7709780625,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0112",1,전라남도 완도군 고금면 봉명청용길 257-1,,34.4132268622,126.7709780625,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0113",1,전라남도 완도군 고금면 봉명청용길 257-1,,34.4132268622,126.7709780625,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0114",1,전라남도 완도군 고금면 봉명청용길 271-2,,34.4144242654,126.7723698212,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0115",1,,전라남도 완도군 고금면 청용리 887,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0116",1,전라남도 완도군 고금면 봉명청용길 400-3,,34.4226528026,126.7775337083,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0117",1,,전라남도 완도군 고금면 청용리 928,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0118",1,전라남도 완도군 고금면 봉명청용길 400-1,,34.4220753877,126.7777179942,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0119",1,전라남도 완도군 고금면 봉명청용길 360,,34.4201303555,126.7765156712,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0120",1,,전라남도 완도군 고금면 봉명리 675,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0121",1,전라남도 완도군 고금면 봉명청용길 257,,34.4126590735,126.7714846358,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0122",1,전라남도 완도군 고금면 봉명청용길 245,,34.4120306371,126.7717136755,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0123",1,,전라남도 완도군 고금면 봉명리 673,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0124",1,,전라남도 완도군 고금면 봉명리 산 44,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0125",1,,전라남도 완도군 고금면 봉명리 산 130,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0126",1,,전라남도 완도군 고금면 농상리 1358-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0127",1,전라남도 완도군 고금면 고금서로 111,,34.3955934697,126.7883338920,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0128",1,전라남도 완도군 고금면 고금로423번길 152,,34.3946758061,126.7907116977,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0129",1,,전라남도 완도군 고금면 농상리 1142-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0130",1,,전라남도 완도군 고금면 농상리 1719,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0131",1,,전라남도 완도군 고금면 가교리 40-178,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0132",1,전라남도 완도군 고금면 가교길 241,,34.4279749561,126.8346703082,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0133",1,,전라남도 완도군 고금면 회룡리 1656,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0134",1,,전라남도 완도군 고금면 회룡리 1546-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0135",1,,전라남도 완도군 고금면 회룡리 1091,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0136",1,전라남도 완도군 고금면 장중길 54,,34.3925123672,126.7771832855,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0137",1,,전라남도 완도군 고금면 회룡리 1033-4,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0138",1,전라남도 완도군 고금면 장중길 29,,34.3926189204,126.7795719243,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0139",1,전라남도 완도군 고금면 장중길 54,,34.3925123672,126.7771832855,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0140",1,,전라남도 완도군 고금면 회룡리 1547-47,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0141",1,,전라남도 완도군 고금면 회룡리 1639,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0142",1,전라남도 완도군 고금면 장중길 11,,34.3927121923,126.7816162063,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0143",1,전라남도 완도군 고금면 장중길 9,,34.3927331947,126.7818173312,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0144",1,,전라남도 완도군 고금면 회룡리 915-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0145",1,전라남도 완도군 고금면 장중길 54,,34.3925123672,126.7771832855,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0146",1,전라남도 완도군 고금면 장중길 54,,34.3925123672,126.7771832855,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0147",1,,전라남도 완도군 고금면 농상리 1711,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0148",1,,전라남도 완도군 고금면 농상리 1697,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0149",1,전라남도 완도군 고금면 가교길 241,,34.4279749561,126.8346703082,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0150",1,전라남도 완도군 고금면 가교길 231-17,,34.4277353721,126.8350901696,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0151",1,,전라남도 완도군 고금면 가교리 55-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0152",1,,전라남도 완도군 고금면 가교리 67-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0153",1,,전라남도 완도군 고금면 가교리 40-48,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0154",1,,전라남도 완도군 고금면 가교리 104-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0155",1,,전라남도 완도군 고금면 가교리 산 149-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0156",1,,전라남도 완도군 고금면 가교리 285-4,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0157",1,전라남도 완도군 고금면 가교101번길 101,,34.4405569884,126.8339395843,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0158",1,전라남도 완도군 고금면 가교101번길 101,,34.4405569884,126.8339395843,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0159",1,,전라남도 완도군 고금면 가교리 114-36,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0160",1,전라남도 완도군 고금면 가교86번길 4,,34.4343636524,126.8266653045,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0161",1,,전라남도 완도군 고금면 가교리 114-36,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0162",1,,전라남도 완도군 고금면 가교리 228,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0163",1,,전라남도 완도군 고금면 가교리 1541-6,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0164",1,,전라남도 완도군 고금면 가교리 1541-6,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0165",1,전라남도 완도군 고금면 가교86번길 9-6,,34.4338245581,126.8270348108,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0166",1,전라남도 완도군 고금면 가교86번길 9-12,,34.4338873402,126.8272544555,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0167",1,,전라남도 완도군 고금면 가교리 1541-6,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0168",1,,전라남도 완도군 고금면 가교리 315-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0169",1,,전라남도 완도군 고금면 가교리 1541-6,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0170",1,전라남도 완도군 고금면 가교68번길 20,,34.4335206115,126.8261642868,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0171",1,,전라남도 완도군 고금면 가교리 718,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0172",1,,전라남도 완도군 고금면 가교리 726,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0173",1,,전라남도 완도군 고금면 가교리 723,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0174",1,,전라남도 완도군 고금면 가교리 620-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0175",1,,전라남도 완도군 고금면 가교리 677,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0176",1,전라남도 완도군 고금면 가교86번길 65,,34.4294625234,126.8262575472,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0177",1,,전라남도 완도군 고금면 가교리 452,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0178",1,,전라남도 완도군 고금면 가교리 664,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0179",1,전라남도 완도군 고금면 가교86번길 133,,34.4234237281,126.8275611065,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0180",1,,전라남도 완도군 고금면 가교리 1516,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0181",1,,전라남도 완도군 고금면 가교리 산 6-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0182",1,,전라남도 완도군 고금면 가교리 648,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0183",1,,전라남도 완도군 고금면 가교리 590,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0184",1,전라남도 완도군 고금면 교성길 20,,34.4324206808,126.8200211581,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0185",1,,전라남도 완도군 고금면 가교리 916-4,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0186",1,전라남도 완도군 고금면 교성길 36,,34.4336017223,126.8186995514,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0187",1,전라남도 완도군 고금면 교성길 31,,34.4328592723,126.8176669238,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0188",1,,전라남도 완도군 고금면 가교리 954,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0189",1,,전라남도 완도군 고금면 가교리 853-20,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0190",1,전라남도 완도군 고금면 교성길 59,,34.4349367958,126.8165254479,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0191",1,전라남도 완도군 고금면 교성길 69,,34.4353727835,126.8158915999,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0192",1,,전라남도 완도군 고금면 가교리 산 93-18,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0193",1,전라남도 완도군 고금면 교성길 31,,34.4328592723,126.8176669238,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0194",1,전라남도 완도군 고금면 교성5번길 20-10,,34.4317074184,126.8169088311,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0195",1,,전라남도 완도군 고금면 가교리 909,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0196",1,,전라남도 완도군 고금면 가교리 935,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0197",1,전라남도 완도군 고금면 교성47번길 35,,34.4315772297,126.8176214025,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0198",1,,전라남도 완도군 고금면 가교리 909,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0199",1,전라남도 완도군 고금면 고금로1053번길 19,,34.4305093222,126.8171782081,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0200",1,전라남도 완도군 고금면 고금로1053번길 14-14,,34.4307399185,126.8180858174,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0201",1,전라남도 완도군 고금면 교성5번길 14-1,,34.4315583816,126.8177373112,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0202",1,,전라남도 완도군 고금면 가교리 612-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0203",1,,전라남도 완도군 고금면 가교리 640,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0204",1,,전라남도 완도군 고금면 가교리 1035-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0205",1,전라남도 완도군 고금면 고금로 1054-16,,34.4292634129,126.8184539080,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0206",1,전라남도 완도군 고금면 고금로 1054-6,,34.4294311909,126.8183426849,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0207",1,,전라남도 완도군 고금면 가교리 1236-4,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0208",1,,전라남도 완도군 고금면 가교리 1236-3,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0209",1,,전라남도 완도군 고금면 가교리 1217,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0210",1,,전라남도 완도군 고금면 가교리 산 49-6,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0211",1,,전라남도 완도군 고금면 가교리 1213-3,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0212",1,,전라남도 완도군 고금면 가교리 1213-3,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0213",1,전라남도 완도군 고금면 고금로936번길 33,,34.4210857575,126.8177888663,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0214",1,전라남도 완도군 고금면 고금로936번길 10,,34.4202044466,126.8151812236,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0215",1,,전라남도 완도군 고금면 청용리 983-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0216",1,,전라남도 완도군 고금면 가교리 1332-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0217",1,,전라남도 완도군 고금면 가교리 1330-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0218",1,,전라남도 완도군 고금면 가교리 1329-1,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0219",1,,전라남도 완도군 고금면 청용리 4-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0220",1,,전라남도 완도군 고금면 청용리 20-2,,,,,061-550-6412,고금면사무소,2020-09-08
"고금면 0221",1,,전라남도 완도군 고금면 청용리 985-1,,,,,061-550-6412,고금면사무소,2020-09-08
